Wall time,Step,Value
1712911500.1315792,8192,-75.92634582519531
1712911505.4587033,16384,-72.00898742675781
1712911510.703422,24576,-64.71553802490234
1712911515.5080092,32768,-51.653480529785156
1712911520.566556,40960,-39.600467681884766
1712911525.7102673,49152,-34.671775817871094
1712911530.5444353,57344,-16.85788345336914
1712911535.1694891,65536,-1.674920678138733
1712911539.8928223,73728,2.749925374984741
1712911544.9080257,81920,4.483157157897949
1712911549.9533956,90112,-1.0862723588943481
1712911554.9469776,98304,4.568824768066406
1712911560.2263384,106496,4.508846759796143
1712911564.987471,114688,4.802186489105225
1712911569.8804655,122880,5.879240036010742
1712911574.6288812,131072,4.029890537261963
1712911579.3363247,139264,5.813230514526367
1712911584.0011644,147456,6.287904262542725
1712911588.898725,155648,3.8390464782714844
1712911593.5663106,163840,7.234577178955078
1712911598.2638335,172032,5.162391185760498
1712911602.9543786,180224,10.110983848571777
1712911607.6302512,188416,10.086142539978027
1712911612.657847,196608,9.637611389160156
1712911617.5654626,204800,5.0792012214660645
1712911622.6770744,212992,10.218757629394531
1712911627.6505613,221184,11.63425350189209
1712911632.6392796,229376,12.340330123901367
1712911637.6154304,237568,13.84033203125
1712911642.6046174,245760,11.687854766845703
1712911647.4845512,253952,13.32641315460205
1712911652.7524292,262144,7.865808963775635
1712911657.6609213,270336,15.709897994995117
1712911662.8682547,278528,13.557727813720703
1712911667.732613,286720,15.250382423400879
1712911672.565735,294912,16.020994186401367
1712911677.5577328,303104,14.197551727294922
1712911682.569314,311296,13.435149192810059
1712911687.3716683,319488,13.115287780761719
1712911692.3915973,327680,17.698833465576172
1712911697.0970373,335872,15.111798286437988
1712911701.9882522,344064,11.00605583190918
1712911706.7483943,352256,15.305261611938477
1712911711.5838702,360448,17.94767189025879
1712911716.452817,368640,16.891210556030273
1712911721.262262,376832,16.80338478088379
1712911725.9397392,385024,12.41622543334961
1712911730.601909,393216,16.86524200439453
1712911735.4738376,401408,14.116084098815918
1712911741.9483662,409600,18.140422821044922
1712911747.2355492,417792,18.633956909179688
1712911753.0724485,425984,17.83560562133789
1712911758.275128,434176,14.237629890441895
1712911763.2799451,442368,14.355708122253418
1712911769.0590322,450560,18.69098663330078
1712911773.8149195,458752,18.649911880493164
1712911778.607875,466944,18.62850570678711
1712911783.4079278,475136,17.2718563079834
1712911788.0966923,483328,12.7234468460083
1712911792.8538074,491520,18.859819412231445
1712911797.98788,499712,18.650224685668945
1712911805.1019814,507904,18.737560272216797
1712911811.446023,516096,17.344785690307617
1712911816.243075,524288,14.348955154418945
1712911821.26053,532480,15.758504867553711
1712911826.3268213,540672,17.307323455810547
1712911831.922812,548864,17.224037170410156
1712911838.06063,557056,18.78814697265625
1712911843.462753,565248,14.414132118225098
1712911848.417877,573440,17.47797393798828
1712911853.1459584,581632,18.735450744628906
1712911857.8270514,589824,18.755441665649414
1712911863.2357626,598016,17.26728630065918
1712911868.1983328,606208,11.64216423034668
1712911873.2863955,614400,18.896770477294922
1712911878.2443812,622592,18.968788146972656
1712911882.9779432,630784,17.454465866088867
1712911887.7938333,638976,19.008686065673828
1712911892.7764611,647168,17.34869956970215
1712911897.9639323,655360,18.951793670654297
1712911903.0466845,663552,18.93930435180664
1712911907.9269264,671744,17.46129035949707
1712911913.0278091,679936,18.783802032470703
1712911918.1029897,688128,19.00316047668457
1712911923.7028532,696320,19.04438591003418
1712911928.5790796,704512,11.221733093261719
1712911933.3615894,712704,18.685997009277344
1712911938.24419,720896,18.97545623779297
1712911943.1456575,729088,-1.1230043172836304
1712911948.005265,737280,10.033859252929688
1712911953.3965013,745472,11.314155578613281
1712911958.593903,753664,17.151395797729492
1712911963.3793426,761856,18.51458740234375
1712911968.4577565,770048,-16.68063735961914
1712911973.6852984,778240,9.016160011291504
1712911978.9691346,786432,8.231888771057129
1712911983.836971,794624,18.67224884033203
1712911988.615239,802816,17.16299819946289
1712911994.6503856,811008,18.408878326416016
1712912000.1376197,819200,14.33609390258789
1712912007.7143805,827392,17.247472763061523
1712912012.913863,835584,17.16499137878418
1712912018.168522,843776,12.856119155883789
1712912023.2239025,851968,18.839908599853516
1712912028.1184428,860160,18.16122055053711
1712912033.2190905,868352,18.38058090209961
1712912038.5639727,876544,15.375714302062988
1712912043.7110791,884736,15.411937713623047
1712912048.8696432,892928,15.498668670654297
1712912054.2194886,901120,17.936901092529297
1712912059.0539737,909312,18.386505126953125
1712912064.1216862,917504,17.298410415649414
1712912068.9076262,925696,15.896038055419922
1712912074.265825,933888,18.713016510009766
1712912079.5256433,942080,18.750308990478516
1712912084.224725,950272,18.827383041381836
1712912088.9836736,958464,18.69593620300293
1712912093.8009822,966656,17.5017147064209
1712912099.9667177,974848,18.638654708862305
1712912104.7817588,983040,18.967052459716797
1712912109.4216862,991232,15.834657669067383
1712912114.1865747,999424,18.993804931640625
1712912119.2397861,1007616,18.490102767944336
