Wall time,Step,Value
1712912784.320114,8192,-75.64393615722656
1712912790.3501725,16384,-69.5
1712912795.9194238,24576,-63.05136489868164
1712912801.6405094,32768,-54.315250396728516
1712912807.3107972,40960,-47.29268264770508
1712912812.8094864,49152,-30.49142074584961
1712912820.2960167,57344,-24.805984497070312
1712912827.6253042,65536,-5.05049467086792
1712912835.2349339,73728,1.7165988683700562
1712912842.011912,81920,1.9101098775863647
1712912847.742372,90112,4.511231422424316
1712912853.4681458,98304,2.4638731479644775
1712912859.249697,106496,5.3577494621276855
1712912864.816882,114688,4.658568382263184
1712912870.745276,122880,2.14281964302063
1712912875.8925862,131072,4.622822284698486
1712912881.0551662,139264,6.2137908935546875
1712912886.1622381,147456,6.912606716156006
1712912891.312078,155648,7.4085917472839355
1712912896.4874456,163840,6.00203275680542
1712912901.6517045,172032,9.6348237991333
1712912908.1396394,180224,10.638469696044922
1712912913.276224,188416,5.875108242034912
1712912918.710813,196608,12.937458992004395
1712912923.8465767,204800,4.945747375488281
1712912929.025033,212992,13.064167976379395
1712912934.0824213,221184,10.844857215881348
1712912939.2989295,229376,12.084567070007324
1712912944.3552501,237568,9.566659927368164
1712912949.4680865,245760,15.035369873046875
1712912954.5169275,253952,11.565572738647461
1712912959.6579623,262144,12.885452270507812
1712912964.6996381,270336,12.82034683227539
1712912969.8619258,278528,14.577387809753418
1712912975.0377073,286720,12.300602912902832
1712912980.1720905,294912,10.565484046936035
1712912985.317471,303104,14.140701293945312
1712912990.4773092,311296,14.912057876586914
1712912995.5953815,319488,13.874924659729004
1712913000.7398508,327680,16.551103591918945
1712913005.9289756,335872,15.006795883178711
1712913011.0496402,344064,16.714323043823242
1712913016.1268234,352256,15.34870433807373
1712913021.280879,360448,14.196599006652832
1712913026.3750796,368640,12.997100830078125
1712913031.5480695,376832,15.374789237976074
1712913036.7782984,385024,17.259050369262695
1712913041.9423783,393216,17.37873649597168
1712913047.1134727,401408,14.698841094970703
1712913052.2424607,409600,11.736351013183594
1712913057.7168527,417792,15.908702850341797
1712913063.0245256,425984,16.204269409179688
1712913068.255085,434176,17.819091796875
1712913073.7759552,442368,17.662622451782227
1712913078.858119,450560,17.7900390625
1712913084.0514767,458752,15.093071937561035
1712913089.3169975,466944,13.902153015136719
1712913094.5331151,475136,12.37229061126709
1712913099.7717137,483328,16.764123916625977
1712913104.9580946,491520,15.286249160766602
1712913110.5129538,499712,16.739824295043945
1712913115.6766164,507904,15.373451232910156
1712913121.263082,516096,15.428092002868652
1712913126.5275517,524288,16.86005401611328
1712913131.6620317,532480,12.642099380493164
1712913136.8402228,540672,12.66816234588623
1712913141.9993331,548864,18.62966537475586
1712913147.2063603,557056,18.64707374572754
1712913152.3118906,565248,17.301830291748047
1712913157.6076295,573440,16.088573455810547
1712913162.7142234,581632,17.456165313720703
1712913167.9214103,589824,12.71032428741455
1712913173.0548537,598016,17.285799026489258
1712913178.1745007,606208,18.741992950439453
1712913183.3571088,614400,17.37318229675293
1712913188.4795494,622592,18.965547561645508
1712913193.691479,630784,17.35641860961914
1712913198.8969686,638976,18.8887939453125
1712913204.114536,647168,18.830528259277344
1712913209.799704,655360,19.078439712524414
1712913215.137891,663552,18.914430618286133
1712913220.4262981,671744,16.04442024230957
1712913225.7513275,679936,15.992905616760254
1712913231.0274525,688128,19.02385902404785
1712913236.2335565,696320,19.032629013061523
1712913241.4371426,704512,19.00524139404297
1712913246.6704376,712704,19.136566162109375
1712913252.1956425,720896,-10.355816841125488
1712913257.7240193,729088,5.002859592437744
1712913263.374377,737280,11.125542640686035
1712913268.7006476,745472,15.591527938842773
1712913274.2020147,753664,18.526866912841797
1712913279.6969311,761856,10.08039665222168
1712913285.1890574,770048,7.249290466308594
1712913290.737182,778240,17.404874801635742
1712913296.1690352,786432,18.86865997314453
1712913301.9054134,794624,-76.67713165283203
1712913307.3364775,802816,-41.0343132019043
1712913312.931933,811008,-37.66011047363281
1712913318.3875601,819200,-11.083414077758789
1712913323.7836554,827392,5.692986488342285
1712913329.1350906,835584,15.933661460876465
1712913335.0163317,843776,-73.00959014892578
1712913340.5846999,851968,-50.334049224853516
1712913345.8994865,860160,-38.69926071166992
1712913351.3720133,868352,-24.56951904296875
1712913357.1840725,876544,0.11884652078151703
1712913362.910327,884736,17.901609420776367
1712913368.717505,892928,13.433032035827637
1712913374.209848,901120,-63.20920181274414
1712913379.5212927,909312,-47.66046905517578
1712913384.7607353,917504,-46.00447082519531
1712913390.2444668,925696,-40.90786361694336
1712913397.472013,933888,-33.24018096923828
1712913404.8742425,942080,-30.023225784301758
1712913412.0983498,950272,-30.016908645629883
1712913418.9368186,958464,-28.992334365844727
1712913424.230822,966656,-29.204898834228516
1712913429.8982077,974848,-28.30663299560547
1712913435.391094,983040,-28.43294906616211
1712913441.1929882,991232,-27.761842727661133
1712913446.7464712,999424,-27.777910232543945
1712913452.635758,1007616,-27.56450653076172
