Wall time,Step,Value
1712913458.3178673,8192,-77.11202239990234
1712913464.411787,16384,-73.91587829589844
1712913470.4075158,24576,-63.484092712402344
1712913475.7208133,32768,-49.78978729248047
1712913481.1684542,40960,-37.140785217285156
1712913486.4366484,49152,-25.30948257446289
1712913491.4386728,57344,-4.272768974304199
1712913497.3382914,65536,-0.12118697166442871
1712913502.8382888,73728,2.270371913909912
1712913508.1008832,81920,3.216649055480957
1712913513.2465532,90112,4.416031360626221
1712913518.555553,98304,2.696045160293579
1712913523.8248377,106496,5.767833709716797
1712913529.220346,114688,5.02431058883667
1712913534.694037,122880,4.087560653686523
1712913540.3573477,131072,6.864165782928467
1712913545.7411978,139264,9.503270149230957
1712913551.5147448,147456,8.358253479003906
1712913556.9859498,155648,8.448016166687012
1712913562.5462906,163840,11.131867408752441
1712913568.0189013,172032,-1.5977412462234497
1712913573.8560474,180224,7.314999580383301
1712913580.8248467,188416,10.08309555053711
1712913587.8836858,196608,6.392847061157227
1712913594.7355509,204800,10.470978736877441
1712913601.8670158,212992,7.371737957000732
1712913607.115094,221184,12.103178977966309
1712913612.3632348,229376,8.125710487365723
1712913617.4559875,237568,12.384527206420898
1712913622.5230303,245760,2.761895179748535
1712913627.700423,253952,11.100690841674805
1712913633.0796003,262144,15.413117408752441
1712913638.6751087,270336,13.624555587768555
1712913644.0726435,278528,14.722472190856934
1712913649.7280817,286720,14.996288299560547
1712913655.3314595,294912,8.853086471557617
1712913660.6794083,303104,14.791747093200684
1712913666.4294693,311296,10.635107040405273
1712913671.9317734,319488,16.091272354125977
1712913677.2132897,327680,15.100333213806152
1712913682.91472,335872,15.274977684020996
1712913688.3378801,344064,11.370580673217773
1712913693.9370534,352256,14.335953712463379
1712913699.958109,360448,15.775484085083008
1712913705.3427832,368640,14.75715160369873
1712913710.4839926,376832,14.728229522705078
1712913715.8159578,385024,12.593184471130371
1712913721.012287,393216,16.16739273071289
1712913726.1404202,401408,14.762466430664062
1712913731.2746904,409600,17.880884170532227
1712913736.4718752,417792,16.533374786376953
1712913741.565419,425984,17.958778381347656
1712913746.7293565,434176,13.772379875183105
1712913751.8833551,442368,16.579221725463867
1712913757.1965022,450560,13.796045303344727
1712913762.4583778,458752,16.754043579101562
1712913767.7601967,466944,15.364012718200684
1712913772.9191198,475136,15.265959739685059
1712913778.2965674,483328,18.358171463012695
1712913783.8740585,491520,15.323587417602539
1712913789.4418259,499712,18.48374366760254
1712913794.8265333,507904,15.517512321472168
1712913799.9917731,516096,14.011736869812012
1712913805.4379342,524288,16.944889068603516
1712913810.9150112,532480,18.557056427001953
1712913816.2435026,540672,-17.379718780517578
1712913821.545395,548864,-10.406820297241211
1712913826.6265695,557056,-0.050171710550785065
1712913831.94839,565248,11.201519012451172
1712913837.4276984,573440,17.181621551513672
1712913843.0496013,581632,12.577569961547852
1712913849.0869954,589824,18.592798233032227
1712913854.412056,598016,16.84123420715332
1712913859.90374,606208,18.662343978881836
1712913865.3664234,614400,15.568946838378906
1712913870.8527257,622592,17.11943244934082
1712913875.9915993,630784,14.06697940826416
1712913881.6154656,638976,18.507966995239258
1712913886.944544,647168,17.270000457763672
1712913892.4095953,655360,17.13216209411621
1712913897.6769245,663552,17.318849563598633
1712913903.022424,671744,15.567687034606934
1712913908.6591198,679936,17.430049896240234
1712913914.43463,688128,18.73373031616211
1712913919.8367262,696320,14.487884521484375
1712913925.7836952,704512,17.441570281982422
1712913931.0768263,712704,18.920392990112305
1712913936.362819,720896,16.02544403076172
1712913942.5224848,729088,12.728466033935547
1712913948.1077728,737280,17.27954864501953
1712913953.2896895,745472,-8.604622840881348
1712913958.5366657,753664,3.165442943572998
1712913963.818388,761856,9.246866226196289
1712913969.3031163,770048,12.938034057617188
1712913974.5303767,778240,18.588804244995117
1712913979.8243093,786432,16.020044326782227
1712913985.0772295,794624,11.470057487487793
1712913990.4705305,802816,18.731704711914062
1712913995.6253312,811008,18.759424209594727
1712914001.201297,819200,-72.0753402709961
1712914010.0785465,827392,-49.968910217285156
1712914015.1433363,835584,-54.571449279785156
1712914020.48262,843776,-44.887332916259766
1712914026.0974133,851968,-8.745492935180664
1712914031.8395202,860160,-7.415400505065918
1712914037.2718325,868352,-5.37974739074707
1712914042.9351377,876544,8.424969673156738
1712914048.053268,884736,12.620198249816895
1712914053.7458222,892928,18.50578498840332
1712914059.4173987,901120,-13.830704689025879
1712914065.0913892,909312,3.7742278575897217
1712914070.1796534,917504,-3.7250049114227295
1712914075.31186,925696,14.124109268188477
1712914080.94601,933888,18.00269317626953
1712914086.3917367,942080,6.015198230743408
1712914092.1684186,950272,13.471334457397461
1712914098.0940714,958464,16.419340133666992
1712914103.5717492,966656,14.700943946838379
1712914112.6411295,974848,17.982126235961914
1712914120.4903347,983040,3.942391872406006
1712914126.9497292,991232,12.65097713470459
1712914132.181309,999424,15.094816207885742
1712914137.088323,1007616,18.04585838317871
