Wall time,Step,Value
1712650378.711562,8192,-81.05770874023438
1712650384.325405,16384,-74.0311279296875
1712650389.728618,24576,-63.86244583129883
1712650394.9093783,32768,-44.788822174072266
1712650400.0083277,40960,-34.63283920288086
1712650404.9917135,49152,-20.81022834777832
1712650410.3915963,57344,-13.555182456970215
1712650415.4178832,65536,-11.135664939880371
1712650420.7089398,73728,-13.654759407043457
1712650426.1144521,81920,-9.718070030212402
1712650431.5087261,90112,-9.763747215270996
1712650436.9255052,98304,-8.180794715881348
1712650442.5216613,106496,-7.106869697570801
1712650448.3331473,114688,-6.774918079376221
1712650453.8259184,122880,-6.663596153259277
1712650458.9283915,131072,-6.288695335388184
1712650464.1092074,139264,-6.240418434143066
1712650469.5927088,147456,-7.143517017364502
1712650474.792682,155648,-5.298696041107178
1712650480.1425962,163840,-4.961236000061035
1712650485.159475,172032,-5.557654857635498
1712650490.1783526,180224,-4.653153896331787
1712650495.1764271,188416,-5.056768894195557
1712650500.221462,196608,-5.9104156494140625
1712650505.3267589,204800,-4.587141036987305
1712650510.5601215,212992,-4.834786415100098
1712650516.0938978,221184,-5.236057281494141
1712650521.3770626,229376,-4.619300842285156
1712650526.4436946,237568,-4.699057102203369
1712650531.7208836,245760,-6.62510871887207
1712650536.9939537,253952,-4.531646728515625
1712650542.0940547,262144,-5.1472578048706055
1712650547.2381387,270336,-5.2169623374938965
1712650552.577526,278528,-5.050985813140869
1712650558.1276155,286720,-4.435231685638428
1712650563.344438,294912,-4.863142967224121
1712650568.5912583,303104,-4.520062446594238
1712650573.711637,311296,-4.980268955230713
1712650578.8636994,319488,-5.718988418579102
1712650583.9806883,327680,-4.9836955070495605
1712650589.0613604,335872,-4.422304153442383
1712650594.027975,344064,-4.653412818908691
1712650599.1609478,352256,-4.339502811431885
1712650604.5282288,360448,-4.311985015869141
1712650609.5782936,368640,-4.301558494567871
1712650614.645033,376832,-5.154695987701416
1712650619.8453422,385024,-6.577724933624268
1712650625.0315623,393216,-5.797597885131836
1712650630.1954365,401408,-4.927080154418945
1712650635.4564106,409600,-4.103965759277344
1712650640.5957513,417792,-4.88974666595459
1712650645.6459382,425984,-4.650791645050049
1712650650.787298,434176,-4.8691816329956055
1712650655.8291905,442368,-6.344612121582031
1712650661.2773106,450560,-5.874116897583008
1712650666.4292035,458752,-4.8955979347229
1712650671.42949,466944,-4.106995582580566
1712650676.7627265,475136,-4.129218578338623
1712650682.3071547,483328,-4.111169815063477
1712650687.629203,491520,-3.9849510192871094
1712650693.0814283,499712,-4.786480903625488
1712650702.3794017,507904,-3.9204041957855225
1712650707.7300441,516096,-5.0502777099609375
1712650713.0800755,524288,-4.277419567108154
1712650718.313483,532480,-4.180839538574219
1712650723.6050615,540672,-4.029869556427002
1712650728.9551656,548864,-4.064349174499512
1712650733.9636803,557056,-7.044544219970703
1712650739.163373,565248,-3.8315162658691406
1712650745.1273782,573440,-4.608816623687744
1712650751.397074,581632,-3.8116941452026367
1712650757.3865838,589824,-5.2299909591674805
1712650762.7973373,598016,-4.062738418579102
1712650768.4234345,606208,-4.741177558898926
1712650774.331644,614400,-6.033963680267334
1712650780.0395753,622592,-3.971284866333008
1712650786.1804338,630784,-4.002346515655518
1712650791.2474155,638976,-3.983081340789795
1712650796.3807995,647168,-4.262446403503418
1712650802.1139235,655360,-4.273735523223877
1712650808.0303931,663552,-3.6200592517852783
1712650813.6806192,671744,-3.9931423664093018
1712650819.2144701,679936,-7.453899383544922
1712650824.497356,688128,-3.947399854660034
1712650831.780639,696320,-4.643004417419434
1712650838.3641396,704512,-3.9329335689544678
1712650844.0343893,712704,-3.584686756134033
1712650849.1811154,720896,-3.58310604095459
1712650854.5395968,729088,-3.6163341999053955
1712650859.7012753,737280,-3.619880437850952
1712650865.4809413,745472,-6.281601428985596
1712650871.1458898,753664,-5.909042835235596
1712650876.714542,761856,-4.539525508880615
1712650882.2755039,770048,-4.213049411773682
1712650888.79785,778240,-3.86857533454895
1712650894.4186227,786432,-40.81768798828125
1712650900.3981764,794624,-39.630577087402344
1712650906.2837524,802816,-39.72523880004883
1712650912.2814436,811008,-9.303056716918945
1712650917.9382715,819200,-9.362005233764648
1712650923.397773,827392,-6.83001708984375
1712650928.728244,835584,-5.047741889953613
1712650934.1476989,843776,-3.5902328491210938
1712650940.0327003,851968,-3.575225830078125
1712650945.9232192,860160,-3.5688533782958984
1712650952.0900874,868352,-3.5683467388153076
1712650957.6567326,876544,-3.5289437770843506
1712650963.0110734,884736,-3.5682601928710938
1712650968.6424272,892928,-3.529103994369507
1712650974.412985,901120,-3.9337494373321533
1712650980.010927,909312,-3.5380396842956543
1712650985.5858805,917504,-5.625511646270752
1712650991.0589747,925696,-4.226039886474609
1712650996.3488367,933888,-3.6098506450653076
1712651001.4821107,942080,-4.274209499359131
1712651006.6718173,950272,-3.5505692958831787
1712651012.2487721,958464,-3.882983684539795
1712651018.0181847,966656,-3.567899465560913
1712651023.6986752,974848,-3.5751945972442627
1712651029.0365603,983040,-3.5489981174468994
1712651034.585858,991232,-3.5266261100769043
1712651040.479733,999424,-3.553989887237549
1712651045.81543,1007616,-4.58471155166626
